Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [131] FIXED_LITERALS_TABLE::{lambda()#1}::operator()() const [372] std::set<unsigned short, std::less<unsigned short>, std::allocator<unsigned short> >::insert(unsigned short const&) [59] unsigned char* std::uninitialized_copy<std::move_iterator<unsigned char*>, unsigned char*>(std::move_iterator<unsigned char*>, std::move_iterator<unsigned char*>, unsigned char*)
 [132] FIXED_LITERALS_TABLE::{lambda()#1}::operator()() const [495] std::set<unsigned short, std::less<unsigned short>, std::allocator<unsigned short> >::set() [708] std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&)
 [133] FIXED_LITERALS_TABLE::{lambda()#1}::operator()() const [496] std::set<unsigned short, std::less<unsigned short>, std::allocator<unsigned short> >::~set() [199] std::iterator_traits<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&)
 [216] std::move_iterator<unsigned char*>::base() const & [421] std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >::pair<unsigned short const&, 0ul>(std::tuple<unsigned short const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [471] std::iterator_traits<__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > >(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > const&)
  [31] std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned short const&, unsigned long) const [422] std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >::pair<unsigned short const&>(std::piecewise_construct_t, std::tuple<unsigned short const&>, std::tuple<>) [640] std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
 [437] std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>*) const [100] std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >::~pair() [602] std::iterator_traits<unsigned char const*>::iterator_category std::__iterator_category<unsigned char const*>(unsigned char const* const&)
 [207] std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned short const&, unsigned long) const [456] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<unsigned short>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<unsigned short>*&, std::_Rb_tree_node_base*&) [709] std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&)
  [33] std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned short const&, unsigned long) const [484] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [253] std::iterator_traits<unsigned char*>::iterator_category std::__iterator_category<unsigned char*>(unsigned char* const&)
 [333] std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [373] std::pair<std::_Rb_tree_iterator<unsigned short>, bool>::pair<std::_Rb_tree_iterator<unsigned short>, bool, true>(std::_Rb_tree_iterator<unsigned short>&&, bool&&) [401] std::iterator_traits<unsigned short*>::iterator_category std::__iterator_category<unsigned short*>(unsigned short* const&)
 [486] std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_uses_single_bucket() const [374] std::pair<std::_Rb_tree_const_iterator<unsigned short>, bool>::pair<std::_Rb_tree_iterator<unsigned short>&, bool&, true>(std::_Rb_tree_iterator<unsigned short>&, bool&) [158] unsigned short* std::uninitialized_fill_n<unsigned short*, unsigned long, unsigned short>(unsigned short*, unsigned long, unsigned short const&)
 [325] std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [11] std::array<unsigned char, 32768ul>::operator[](unsigned long) [187] std::is_constant_evaluated()
 [607] std::_Base_bitset<1ul>::_M_getword(unsigned long) const [423] std::tuple<unsigned short const&>::tuple(std::tuple<unsigned short const&>&&) [544] unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&)
 [561] std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() const [424] std::tuple<unsigned short const&>::tuple<true, true>(unsigned short const&) [343] unsigned short* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*, unsigned short>(__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*, std::allocator<unsigned short>&)
 [170] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::get_allocator() const [684] std::bitset<8ul>::bitset(unsigned long long) [76] unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&)
 [303] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() const [685] std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1000l> > >::value, std::chrono::duration<double, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [524] unsigned short* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*, unsigned short>(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*, std::allocator<unsigned short>&)
 [362] std::_Vector_base<unsigned short, std::allocator<unsigned short> >::get_allocator() const [686] std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [603] unsigned char* std::__uninitialized_copy_a<unsigned char const*, unsigned char*, unsigned char>(unsigned char const*, unsigned char const*, unsigned char*, std::allocator<unsigned char>&)
 [285] std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_get_Tp_allocator() const [687] std::chrono::duration<double, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [37] unsigned char* std::__uninitialized_copy_a<std::move_iterator<unsigned char*>, unsigned char*, unsigned char>(std::move_iterator<unsigned char*>, std::move_iterator<unsigned char*>, unsigned char*, std::allocator<unsigned char>&)
 [351] std::_Rb_tree_node<unsigned short>::_M_valptr() const [688] std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [32] unsigned char* std::__uninitialized_move_a<unsigned char*, unsigned char*, std::allocator<unsigned char> >(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&)
 [582] std::initializer_list<unsigned char>::end() const [689] std::chrono::duration<double, std::ratio<1l, 1000l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [159] unsigned short* std::__uninitialized_fill_n_a<unsigned short*, unsigned long, unsigned short, unsigned short>(unsigned short*, unsigned long, unsigned short const&, std::allocator<unsigned short>&)
 [583] std::initializer_list<unsigned char>::size() const [690] std::chrono::duration<double, std::ratio<1l, 1000l> >::duration<double, void>(double const&) [45] unsigned char* std::__uninitialized_default_n<unsigned char*, unsigned long>(unsigned char*, unsigned long)
 [553] std::initializer_list<unsigned char>::begin() const [691] std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [153] unsigned short* std::__uninitialized_default_n<unsigned short*, unsigned long>(unsigned short*, unsigned long)
 [449] std::_Rb_tree_const_iterator<unsigned short>::operator*() const [692] std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&) [46] unsigned char* std::__uninitialized_default_n_a<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, std::allocator<unsigned char>&)
 [386] std::set<unsigned short, std::less<unsigned short>, std::allocator<unsigned short> >::end() const [648] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [154] unsigned short* std::__uninitialized_default_n_a<unsigned short*, unsigned long, unsigned short>(unsigned short*, unsigned long, std::allocator<unsigned short>&)
